CVE ID,Description,CVSS Score,Attack Vector,Affected OS
CVE-2024-22124,"Under certain conditions, Internet Communication Manager (ICM) or SAP Web Dispatcher - versions KERNEL 7.22, KERNEL 7.53, KERNEL 7.54, KRNL64UC 7.22, KRNL64UC 7.22EXT, KRNL64UC 7.53, KRNL64NUC 7.22, KRNL64NUC 7.22_EXT, WEBDISP 7.22_EXT, WEBDISP 7.53, WEBDISP 7.54, could allow an attacker to access information which would otherwise be restricted causing high impact on confidentiality.

",4.1,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N,N/A
CVE-2024-22125,"Under certain conditions the Microsoft Edge browser extension (SAP GUI connector for Microsoft Edge) - version 1.0, allows an attacker to access highly sensitive information which would otherwise be restricted causing high impact on confidentiality.

",7.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,N/A
CVE-2023-6594,"The WordPress Button Plugin MaxButtons plugin for WordPress is vulnerable to Stored Cross-Site Scripting via admin settings in all versions up to, and including, 9.7.4 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled. Administrators can give button creation privileges to users with lower levels (contributor+) which would allow those lower-privileged users to carry out attacks.",4.4,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N,N/A
CVE-2023-6788,"The Metform Elementor Contact Form Builder plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 3.8.1. This is due to missing or incorrect nonce validation on the contents function. This makes it possible for unauthenticated attackers to update the options ""mf_hubsopt_token"", ""mf_hubsopt_refresh_token"", ""mf_hubsopt_token_type"", and ""mf_hubsopt_expires_in"" via a forged request granted they can trick a site administrator into performing an action such as clicking on a link. This would allow an attacker to connect their own Hubspot account to a victim site's metform to obtain leads and contacts.",5.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,N/A
CVE-2023-7219,A vulnerability has been found in Totolink N350RT 9.3.5u.6139_B202012 and classified as critical. Affected by this vulnerability is the function loginAuth of the file /cgi-bin/cstecgi.cgi. The manipulation of the argument http_host leads to stack-based buffer overflow. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249853 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,Totolink N350Rt Firmware 9.3.5u.6139_b20201216
CVE-2023-50930,"An issue was discovered in savignano S/Notify before 4.0.2 for Jira. While an administrative user is logged on, the configuration settings of S/Notify can be modified via a CSRF attack. The injection could be initiated by the administrator clicking a malicious link in an email or by visiting a malicious website. If executed while an administrator is logged on to Jira, an attacker could exploit this to modify the configuration of the S/Notify app on that host. This can, in particular, lead to email notifications being no longer encrypted when they should be.",8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,N/A
CVE-2023-50931,"An issue was discovered in savignano S/Notify before 2.0.1 for Bitbucket. While an administrative user is logged on, the configuration settings of S/Notify can be modified via a CSRF attack. The injection could be initiated by the administrator clicking a malicious link in an email or by visiting a malicious website. If executed while an administrator is logged on to Bitbucket, an attacker could exploit this to modify the configuration of the S/Notify app on that host. This can, in particular, lead to email notifications being no longer encrypted when they should be.",8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,N/A
CVE-2023-50932,"An issue was discovered in savignano S/Notify before 4.0.2 for Confluence. While an administrative user is logged on, the configuration settings of S/Notify can be modified via a CSRF attack. The injection could be initiated by the administrator clicking a malicious link in an email or by visiting a malicious website. If executed while an administrator is logged on to Confluence, an attacker could exploit this to modify the configuration of the S/Notify app on that host. This can, in particular, lead to email notifications being no longer encrypted when they should be.",8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,N/A
CVE-2023-6830,"The Formidable Forms plugin for WordPress is vulnerable to HTML injection in versions up to, and including, 6.7. This vulnerability allows unauthenticated users to inject arbitrary HTML code into form fields. When the form data is viewed by an administrator in the Entries View Page, the injected HTML code is rendered, potentially leading to admin area defacement or redirection to malicious websites.",6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,N/A
CVE-2023-6842,"The Formidable Forms – Contact Form, Survey, Quiz, Payment, Calculator Form & Custom Form Builder plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the name field label and description field label parameter in all versions up to 6.7 (inclusive) due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level access, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. By default, this only affects multi-site installations and installations where unfiltered_html has been disabled. However, in the formidable settings admins can extend form creation, deletion and other management permissions to other user types, which makes it possible for this vulnerability to be exploited by lower level user types as long as they have been granted the proper permissions.",4.4,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N,N/A
CVE-2023-6147,"Qualys Jenkins Plugin for Policy Compliance prior to version and including 1.0.5 was identified to be affected by a security flaw, which was missing a permission check while performing a connectivity check to Qualys Cloud Services. This allowed any user with login access to configure or edit jobs to utilize the plugin and configure potential a rouge endpoint via which it was possible to control response for certain request which could be injected with XXE payloads leading to XXE while processing the response data",5.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,N/A
CVE-2023-7220,A vulnerability was found in Totolink NR1800X 9.1.0u.6279_B20210910 and classified as critical. Affected by this issue is the function loginAuth of the file /cgi-bin/cstecgi.cgi. The manipulation of the argument password leads to stack-based buffer overflow. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-249854 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Totolink Nr1800X Firmware 9.1.0u.6279_b20210910
CVE-2023-49235,"An issue was discovered in libremote_dbg.so on TRENDnet TV-IP1314PI 5.5.3 200714 devices. Filtering of debug information is mishandled during use of popen. Consequently, an attacker can bypass validation and execute a shell command.",9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Trendnet Tv-Ip1314Pi Firmware 5.5.3
CVE-2023-49236,"A stack-based buffer overflow was discovered on TRENDnet TV-IP1314PI 5.5.3 200714 devices, leading to arbitrary command execution. This occurs because of lack of length validation during an sscanf of a user-entered scale field in the RTSP playback function of davinci.",9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Trendnet Tv-Ip1314Pi Firmware 5.5.3
CVE-2023-49237,An issue was discovered on TRENDnet TV-IP1314PI 5.5.3 200714 devices. Command injection can occur because the system function is used by davinci to unpack language packs without strict filtering of URL strings.,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Trendnet Tv-Ip1314Pi Firmware 5.5.3
CVE-2023-50585,Tenda A18 v15.13.07.09 was discovered to contain a stack overflow via the devName parameter in the formSetDeviceName function.,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Tenda A18 Firmware 15.13.07.09
CVE-2023-50974,"In Appwrite CLI before 3.0.0, when using the login command, the credentials of the Appwrite user are stored in a ~/.appwrite/prefs.json file with 0644 as UNIX permissions. Any user of the local system can access those credentials.",5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,N/A
CVE-2023-6148,"Qualys Jenkins Plugin for Policy Compliance prior to version and including 1.0.5 was identified to be affected by a security flaw, which was missing a permission check while performing a connectivity check to Qualys Cloud Services. This allowed any user with login access and access to configure or edit jobs to utilize the plugin to configure a potential rouge endpoint via which it was possible to control response for certain request which could be injected with XSS payloads leading to XSS while processing the response data",5.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,N/A
CVE-2023-6149,"
Qualys Jenkins Plugin for WAS prior to version and including 2.0.11 was identified to be affected by a security flaw, which was missing a permission check while performing a connectivity check to Qualys Cloud Services. This allowed any user with login access to configure or edit jobs to utilize the plugin and configure potential a rouge endpoint via which it was possible to control response for certain request which could be injected with XXE payloads leading to XXE while processing the response data",5.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,N/A
CVE-2024-22368,The Spreadsheet::ParseXLSX package before 0.28 for Perl can encounter an out-of-memory condition during parsing of a crafted XLSX document. This occurs because the memoize implementation does not have appropriate constraints on merged cells.,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,N/A
CVE-2023-42797,"A vulnerability has been identified in CP-8031 MASTER MODULE (All versions < CPCI85 V05.20), CP-8050 MASTER MODULE (All versions < CPCI85 V05.20). The network configuration service of affected devices contains a flaw in the conversion of ipv4 addresses that could lead to an uninitialized variable being used in succeeding validation steps.

By uploading specially crafted network configuration, an authenticated remote attacker could be able to inject commands that are executed on the device with root privileges during device startup.",6.6,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,"Siemens Sicam A8000 Cp-8031 Firmware, Siemens Sicam A8000 Cp-8050 Firmware"
CVE-2023-44120,A vulnerability has been identified in Spectrum Power 7 (All versions < V23Q4). The affected product's sudo configuration permits the local administrative account to execute several entries as root user. This could allow an authenticated local attacker to inject arbitrary code and gain root access.,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,N/A
CVE-2023-49121,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to heap-based buffer overflow while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49122,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to heap-based buffer overflow while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49123,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to heap-based buffer overflow while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49124,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected applications contain an out of bounds read past the end of an allocated structure while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49126,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected applications contain an out of bounds read past the end of an allocated structure while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49127,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected applications contain an out of bounds read past the end of an allocated structure while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49128,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application contains an out of bounds write past the end of an allocated buffer while parsing a specially crafted PAR file. This could allow an attacker to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49129,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected applications contain a stack overflow vulnerability while parsing specially crafted PAR files. This could allow an attacker to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49130,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to uninitialized pointer access while parsing specially crafted PAR files. An attacker could leverage this vulnerability to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49131,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to uninitialized pointer access while parsing specially crafted PAR files. An attacker could leverage this vulnerability to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49132,A vulnerability has been identified in Solid Edge SE2023 (All versions < V223.0 Update 10). The affected application is vulnerable to uninitialized pointer access while parsing specially crafted PAR files. An attacker could leverage this vulnerability to execute code in the context of the current process.,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-49251,"A vulnerability has been identified in SIMATIC CN 4100 (All versions < V2.7). The ""intermediate installation"" system state of the affected application allows an attacker to add their own login credentials to the device. This allows an attacker to remotely login as root and take control of the device even after the affected device is fully set up.",8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,N/A
CVE-2023-49252,A vulnerability has been identified in SIMATIC CN 4100 (All versions < V2.7). The affected application allows IP configuration change without authentication to the device. This could allow an attacker to cause denial of service condition.,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,N/A
CVE-2023-49621,"A vulnerability has been identified in SIMATIC CN 4100 (All versions < V2.7). The ""intermediate installation"" system state of the affected application uses default credential with admin privileges. An attacker could use the credentials to gain complete control of the affected device.",9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,N/A
CVE-2023-49722,"Network port 8899 open in WiFi firmware of BCC101/BCC102/BCC50 products, that allows an attacker to connect to the device via same WiFi network.",8.3,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:H,"Bosch Bcc101 Firmware, Bosch Bcc50 Firmware, Bosch Bcc102 Firmware"
CVE-2023-51438,"A vulnerability has been identified in SIMATIC IPC1047E (All versions with maxView Storage Manager < V4.14.00.26068 on Windows), SIMATIC IPC647E (All versions with maxView Storage Manager < V4.14.00.26068 on Windows), SIMATIC IPC847E (All versions with maxView Storage Manager < V4.14.00.26068 on Windows). In default installations of maxView Storage Manager where Redfish® server is configured for remote system management, a vulnerability has been identified that can provide unauthorized access.",10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,N/A
CVE-2023-51439,"A vulnerability has been identified in JT2Go (All versions < V14.3.0.6), Teamcenter Visualization V13.3 (All versions < V13.3.0.13), Teamcenter Visualization V14.1 (All versions < V14.1.0.12), Teamcenter Visualization V14.2 (All versions < V14.2.0.9), Teamcenter Visualization V14.3 (All versions < V14.3.0.6). The affected applications contain an out of bounds read past the end of an allocated structure while parsing specially crafted CGM files. This could allow an attacker to execute code in the context of the current process.",7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-51744,"A vulnerability has been identified in JT2Go (All versions < V14.3.0.6), Teamcenter Visualization V13.3 (All versions < V13.3.0.13), Teamcenter Visualization V14.1 (All versions < V14.1.0.12), Teamcenter Visualization V14.2 (All versions < V14.2.0.9), Teamcenter Visualization V14.3 (All versions < V14.3.0.6). The affected applications contain a null pointer dereference vulnerability while parsing specially crafted CGM files. An attacker could leverage this vulnerability to crash the application causing denial of service condition.",3.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L,N/A
CVE-2023-51745,"A vulnerability has been identified in JT2Go (All versions < V14.3.0.6), Teamcenter Visualization V13.3 (All versions < V13.3.0.13), Teamcenter Visualization V14.1 (All versions < V14.1.0.12), Teamcenter Visualization V14.2 (All versions < V14.2.0.9), Teamcenter Visualization V14.3 (All versions < V14.3.0.6). The affected applications contain a stack overflow vulnerability while parsing specially crafted CGM files. This could allow an attacker to execute code in the context of the current process.",7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-51746,"A vulnerability has been identified in JT2Go (All versions < V14.3.0.6), Teamcenter Visualization V13.3 (All versions < V13.3.0.13), Teamcenter Visualization V14.1 (All versions < V14.1.0.12), Teamcenter Visualization V14.2 (All versions < V14.2.0.9), Teamcenter Visualization V14.3 (All versions < V14.3.0.6). The affected applications contain a stack overflow vulnerability while parsing specially crafted CGM files. This could allow an attacker to execute code in the context of the current process.",7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,N/A
CVE-2023-5347,An Improper Verification of Cryptographic Signature vulnerability in the update process of Korenix JetNet Series allows replacing the whole operating system including Trusted Executables. This issue affects JetNet devices older than firmware version 2024/01.,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"Korenix Jetnet 6910G-M12 Hvdc Firmware 1.0, Korenix Jetnet 7310G-V2 Firmware 1.0, Korenix Jetnet 6528Gf-2Dc24 Firmware 1.0, Korenix Jetnet 5612G-4F Firmware 1.2, Korenix Jetnet 6828Gf-Ac-Dc24-Us Firmware 1.0, Korenix Jetnet 6628X-4F-Eu Firmware 1.0, Korenix Jetnet 6728G-24P-Ac-2Dc-Eu Firmware 1.1, Korenix Jetnet 7628Xp-4F-Us Firmware 1.1, Korenix Jetnet 6728G-24P-Ac-2Dc-Us Firmware 1.1, Korenix Jetnet 6828Gf-2Ac-Au Firmware 1.0, Korenix Jetnet 4508-W Firmware 2.3, Korenix Jetnet 4508If-Mw Firmware 1.3, Korenix Jetnet 5728G-24P-Ac-2Dc-Eu Firmware 2.1, Korenix Jetnet 6628Xp-4F-Us Firmware 1.1, Korenix Jetnet 4508 Firmware 2.3, Korenix Jetnet 5620G-4C Firmware 1.1, Korenix Jetnet 6828Gf-Ac-Dc24-Eu Firmware 1.0, Korenix Jetnet 4508F-Sw Firmware 2.3, Korenix Jetnet 4508If-M Firmware 1.3, Korenix Jetnet 6528Gf-2Ac-Us Firmware 1.0, Korenix Jetnet 6828Gf-2Dc24 Firmware 1.0, Korenix Jetnet 6528Gf-2Dc48 Firmware 1.0, Korenix Jetnet 4508F-Mw Firmware 2.3, Korenix Jetnet 4508I-W Firmware 1.3, Korenix Jetnet 4508F-M Firmware 2.3, Korenix Jetnet 5612Gp-4F Firmware 1.2, Korenix Jetnet 7628Xp-4F-Us Firmware 1.0, Korenix Jetnet 6528Gf-Ac-Eu Firmware 1.0, Korenix Jetnet 4508If-S Firmware 1.3, Korenix Jetnet 4508F-S Firmware 2.3, Korenix Jetnet 6828Gf-2Ac-Eu Firmware 1.0, Korenix Jetnet 6528Gf-2Ac-Eu Firmware 1.0, Korenix Jetnet 7628X-4F-Us Firmware 1.0, Korenix Jetnet 5728G-24P-Ac-2Dc-Us Firmware 2.1, Korenix Jetnet 7628Xp-4F-Eu Firmware 1.0, Korenix Jetnet 7628Xp-4F-Eu Firmware 1.1, Korenix Jetnet 7628X-4F-Eu Firmware 1.0, Korenix Jetnet 6828Gf-Ac-Us Firmware 1.0, Korenix Jetnet 7714G-M12 Hvdc Firmware 1.0, Korenix Jetnet 6828Gf-2Ac-Us Firmware 1.0, Korenix Jetnet 6828Gf-2Dc48 Firmware 1.0, Korenix Jetnet 4508If-Sw Firmware 1.3, Korenix Jetnet 5310G Firmware 2.6, Korenix Jetnet 6528Gf-Ac-Us Firmware 1.0"
CVE-2023-5376,An Improper Authentication vulnerability in Korenix JetNet TFTP allows abuse of this service. This issue affects JetNet devices older than firmware version 2024/01.,8.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:H/A:N,"Korenix Jetnet 6910G-M12 Hvdc Firmware 1.0, Korenix Jetnet 7310G-V2 Firmware 1.0, Korenix Jetnet 6528Gf-2Dc24 Firmware 1.0, Korenix Jetnet 5612G-4F Firmware 1.2, Korenix Jetnet 6828Gf-Ac-Dc24-Us Firmware 1.0, Korenix Jetnet 6628X-4F-Eu Firmware 1.0, Korenix Jetnet 6728G-24P-Ac-2Dc-Eu Firmware 1.1, Korenix Jetnet 7628Xp-4F-Us Firmware 1.1, Korenix Jetnet 6728G-24P-Ac-2Dc-Us Firmware 1.1, Korenix Jetnet 6828Gf-2Ac-Au Firmware 1.0, Korenix Jetnet 4508-W Firmware 2.3, Korenix Jetnet 4508If-Mw Firmware 1.3, Korenix Jetnet 5728G-24P-Ac-2Dc-Eu Firmware 2.1, Korenix Jetnet 6628Xp-4F-Us Firmware 1.1, Korenix Jetnet 4508 Firmware 2.3, Korenix Jetnet 5620G-4C Firmware 1.1, Korenix Jetnet 6828Gf-Ac-Dc24-Eu Firmware 1.0, Korenix Jetnet 4508F-Sw Firmware 2.3, Korenix Jetnet 4508If-M Firmware 1.3, Korenix Jetnet 6528Gf-2Ac-Us Firmware 1.0, Korenix Jetnet 6828Gf-2Dc24 Firmware 1.0, Korenix Jetnet 6528Gf-2Dc48 Firmware 1.0, Korenix Jetnet 4508F-Mw Firmware 2.3, Korenix Jetnet 4508I-W Firmware 1.3, Korenix Jetnet 4508F-M Firmware 2.3, Korenix Jetnet 5612Gp-4F Firmware 1.2, Korenix Jetnet 7628Xp-4F-Us Firmware 1.0, Korenix Jetnet 6528Gf-Ac-Eu Firmware 1.0, Korenix Jetnet 4508If-S Firmware 1.3, Korenix Jetnet 4508F-S Firmware 2.3, Korenix Jetnet 6828Gf-2Ac-Eu Firmware 1.0, Korenix Jetnet 6528Gf-2Ac-Eu Firmware 1.0, Korenix Jetnet 7628X-4F-Us Firmware 1.0, Korenix Jetnet 5728G-24P-Ac-2Dc-Us Firmware 2.1, Korenix Jetnet 7628Xp-4F-Eu Firmware 1.0, Korenix Jetnet 7628Xp-4F-Eu Firmware 1.1, Korenix Jetnet 7628X-4F-Eu Firmware 1.0, Korenix Jetnet 6828Gf-Ac-Us Firmware 1.0, Korenix Jetnet 7714G-M12 Hvdc Firmware 1.0, Korenix Jetnet 6828Gf-2Ac-Us Firmware 1.0, Korenix Jetnet 6828Gf-2Dc48 Firmware 1.0, Korenix Jetnet 4508If-Sw Firmware 1.3, Korenix Jetnet 5310G Firmware 2.6, Korenix Jetnet 6528Gf-Ac-Us Firmware 1.0"
CVE-2024-22370,In JetBrains YouTrack before 2023.3.22666 stored XSS via markdown was possible,4.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,N/A
CVE-2022-28975,A stored cross-site scripting (XSS) vulnerability in Infoblox NIOS v8.5.2-409296 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the VLAN View Name field.,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,Infoblox Nios 8.5.2-409296
CVE-2023-7221,A vulnerability was found in Totolink T6 4.1.9cu.5241_B20210923. It has been classified as critical. This affects the function main of the file /cgi-bin/cstecgi.cgi?action=login of the component HTTP POST Request Handler. The manipulation of the argument v41 leads to buffer overflow. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249855. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Totolink T6 Firmware 4.1.9cu.5241_b20210923
CVE-2024-0206,"
A symbolic link manipulation vulnerability in Trellix Anti-Malware Engine prior to the January 2024 release allows an authenticated local user to potentially gain an escalation of privileges. This was achieved by adding an entry to the registry under the Trellix ENS registry folder with a symbolic link to files that the user wouldn't normally have permission to. After a scan, the Engine would follow the links and remove the files

",7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,Microsoft Windows
CVE-2024-0213,"
A buffer overflow vulnerability in TA for Linux and TA for MacOS prior to 5.8.1 allows a local user to gain elevated permissions, or cause a Denial of Service (DoS), through exploiting a memory corruption issue in the TA service, which runs as root. This may also result in the disabling of event reporting to ePO, caused by failure to validate input from the file correctly. 

",8.2,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H,N/A
CVE-2022-36763,"EDK2 is susceptible to a vulnerability in the Tcg2MeasureGptTable() function, allowing a user to trigger a heap buffer overflow via a local network. Successful exploitation of this vulnerability may result in a compromise of confidentiality, integrity, and/or availability.",7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:H,N/A
CVE-2022-36764,"EDK2 is susceptible to a vulnerability in the Tcg2MeasurePeImage() function, allowing a user to trigger a heap buffer overflow via a local network. Successful exploitation of this vulnerability may result in a compromise of confidentiality, integrity, and/or availability.",7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:H,N/A
CVE-2022-36765,"EDK2 is susceptible to a vulnerability in the CreateHob() function, allowing a user to trigger a integer overflow to buffer overflow via a local network. Successful exploitation of this vulnerability may result in a compromise of confidentiality, integrity, and/or availability.",7.0,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:H,N/A
CVE-2023-7222,A vulnerability was found in Totolink X2000R 1.0.0-B20221212.1452. It has been declared as critical. This vulnerability affects the function formTmultiAP of the file /bin/boa of the component HTTP POST Request Handler. The manipulation of the argument submit-url leads to buffer overflow. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249856. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,Totolink X2000R Firmware 1.0.0-b20221212.1452
CVE-2023-7223,A vulnerability classified as problematic has been found in Totolink T6 4.1.9cu.5241_B20210923. This affects an unknown part of the file /cgi-bin/cstecgi.cgi. The manipulation of the argument topicurl with the input showSyslog leads to improper access controls. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249867. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Totolink T6 Firmware 4.1.9cu.5241_b20210923
